,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
28,"['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 2.531308496145357e-14]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.278177646530821e-13]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 1.427140627896506e-10]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.640447387986967e-09]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 4.895864047504972e-09]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 6.032285893020628e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 6.36196173520176e-09]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 8.02472710503821e-09]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.1473721417409877e-08]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 1.4678514625998673e-08]",legisladores
29,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 2.2461810189611242e-11]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 2.6873836489471614e-11]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.0445142528681117e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 6.506117322668814e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 6.993869716698242e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 7.50217900025163e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 9.202044859435432e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 9.674965428807525e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.0283591644899559e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.448100782619477e-07]",analizarlo
30,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.2370379054438274e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.699370588692517e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.9142701090935077e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.9265928297151902e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.553846090158629e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.8057896672706306e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.137831283694936e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 5.6168073858664513e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 5.631897870284064e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 6.221116544136152e-08]","apertura,"
31,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 7.83699127815396e-09]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 7.915908484257272e-09]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.3480681348987389e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 2.9338046991789213e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 3.2642322622677966e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.2794102555169218e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.4987437002567106e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.558934555889735e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.63594188751226e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.1559917406932527e-07]",escuchando
32,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 2.239075813648128e-09]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 5.543370984462115e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 5.609774422765668e-09]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.773820644870085e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 5.004656955520659e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 5.3549776612982214e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 5.810152436946936e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 9.054163851995867e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 9.07332056154786e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 9.817255097743782e-08]",opiniones.
33,"['[CLS] me [SEP]', array([   4., 1129.,    5.]), 2.0330725991613008e-10]","['[CLS] ha [SEP]', array([   4., 1131.,    5.]), 4.5582504437646776e-10]","['[CLS] lo [SEP]', array([   4., 1114.,    5.]), 1.579193553702396e-09]","['[CLS] si [SEP]', array([   4., 1112.,    5.]), 2.213591421273975e-09]","['[CLS] para [SEP]', array([   4., 1110.,    5.]), 2.957718625573591e-09]","['[CLS] una [SEP]', array([   4., 1108.,    5.]), 3.8127521140296494e-09]","['[CLS] mi [SEP]', array([   4., 1153.,    5.]), 9.551658797235518e-09]","['[CLS] por [SEP]', array([   4., 1096.,    5.]), 1.1339523764419823e-08]","['[CLS] al [SEP]', array([   4., 1091.,    5.]), 1.5729978208867124e-08]","['[CLS] las [SEP]', array([   4., 1089.,    5.]), 1.769982527211056e-08]",No
34,"['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.1132650357126295e-11]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.901623303268707e-11]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.682444183970233e-10]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.1430097979214793e-09]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 5.304166328379267e-09]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 5.350609733056899e-09]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 7.2681293206144915e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 2.3430098416987732e-08]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 2.6532458008432513e-08]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 3.7815449327460726e-08]",correcto
35,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 2.9600766282555924e-10]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 7.071986329876268e-10]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 5.885740006483786e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 5.9073326674763393e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 7.299993109999292e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.619055636809975e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.929134200746475e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.013044970190393e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.1197411909378303e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.8242502686802737e-07]",apruebe
36,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 0.5699923494441481]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 0.5700206556365088]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 0.5701148441796258]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 0.5701473502886363]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 0.5701581022745256]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 0.5701688129687967]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 0.5701794826088518]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 0.5702165064321696]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 0.5702269942178023]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 0.570263389674246]",“fast
37,"['[CLS] más [SEP]', array([   4., 1216.,    5.]), 2.363275131145315e-10]","['[CLS] ser [SEP]', array([   4., 1200.,    5.]), 1.1745295847020998e-09]","['[CLS] le [SEP]', array([   4., 1232.,    5.]), 4.061242009356647e-09]","['[CLS] como [SEP]', array([   4., 1184.,    5.]), 7.268835866547363e-09]","['[CLS] te [SEP]', array([   4., 1240.,    5.]), 7.645299171521458e-09]","['[CLS] ti [SEP]', array([   4., 1248.,    5.]), 1.2286163308949938e-08]","['[CLS] está [SEP]', array([   4., 1266.,    5.]), 2.6381549278475802e-08]","['[CLS] sobre [SEP]', array([   4., 1269.,    5.]), 2.9199480500174957e-08]","['[CLS] mi [SEP]', array([   4., 1153.,    5.]), 3.537019221955262e-08]","['[CLS] sus [SEP]', array([   4., 1287.,    5.]), 4.874305936652945e-08]",track”
38,"['[CLS] mujer [SEP]', array([   4., 1729.,    5.]), 2.2964963264371363e-12]","['[CLS] día [SEP]', array([   4., 1726.,    5.]), 9.21795972885775e-12]","['[CLS] he [SEP]', array([   4., 1734.,    5.]), 8.219758207417271e-11]","['[CLS] sólo [SEP]', array([   4., 1737.,    5.]), 1.843061259165779e-10]","['[CLS] estar [SEP]', array([   4., 1712.,    5.]), 5.996347862691209e-10]","['[CLS] uno [SEP]', array([   4., 1745.,    5.]), 6.515707973164808e-10]","['[CLS] donde [SEP]', array([   4., 1748.,    5.]), 8.987351973743785e-10]","['[CLS] acuerdo [SEP]', array([   4., 1708.,    5.]), 9.413227974874872e-10]","['[CLS] ella [SEP]', array([   4., 1749.,    5.]), 9.897228592237184e-10]","['[CLS] casa [SEP]', array([   4., 1753.,    5.]), 1.3962745404327848e-09]",denigra
39,"['[CLS] dinero [SEP]', array([   4., 2312.,    5.]), 7.168710070004636e-13]","['[CLS] hijo [SEP]', array([   4., 2320.,    5.]), 3.488320743372242e-11]","['[CLS] podría [SEP]', array([   4., 2321.,    5.]), 4.552236365640283e-11]","['[CLS] puedes [SEP]', array([   4., 2331.,    5.]), 2.284842315347646e-10]","['[CLS] nuestro [SEP]', array([   4., 2294.,    5.]), 2.6285496002032005e-10]","['[CLS] tenemos [SEP]', array([   4., 2339.,    5.]), 4.734588276988916e-10]","['[CLS] sabes [SEP]', array([   4., 2285.,    5.]), 5.753597598356919e-10]","['[CLS] tenía [SEP]', array([   4., 2345.,    5.]), 7.135267932056877e-10]","['[CLS] creo [SEP]', array([   4., 2275.,    5.]), 1.0690553997605434e-09]","['[CLS] familia [SEP]', array([   4., 2268.,    5.]), 1.5084632432049716e-09]",poder
40,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 6.289422316285709e-10]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 2.726266878916306e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 2.7728938034599082e-09]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 4.6873719128370794e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 6.049192324830699e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 6.433751020828993e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 6.931779616969891e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 9.763661590334038e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 1.0359187685438087e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.0442044762193348e-07]",legislativo.
41,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@CarolAntonioA
42,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@LAMelgar
43,"['[CLS] mi [SEP]', array([   4., 1153.,    5.]), 9.249994104010284e-10]","['[CLS] como [SEP]', array([   4., 1184.,    5.]), 5.241525213861564e-09]","['[CLS] ha [SEP]', array([   4., 1131.,    5.]), 1.140545669020554e-08]","['[CLS] me [SEP]', array([   4., 1129.,    5.]), 1.2970432283765376e-08]","['[CLS] ser [SEP]', array([   4., 1200.,    5.]), 1.5223718841106404e-08]","['[CLS] lo [SEP]', array([   4., 1114.,    5.]), 2.8185527578550307e-08]","['[CLS] más [SEP]', array([   4., 1216.,    5.]), 2.993896297542875e-08]","['[CLS] si [SEP]', array([   4., 1112.,    5.]), 3.06933618521299e-08]","['[CLS] para [SEP]', array([   4., 1110.,    5.]), 3.331767617353876e-08]","['[CLS] una [SEP]', array([   4., 1108.,    5.]), 3.605968434960971e-08]",El
44,"['[CLS] contigo [SEP]', array([   4., 3103.,    5.]), 1.801492288677764e-11]","['[CLS] serio [SEP]', array([   4., 3084.,    5.]), 2.25155449840031e-11]","['[CLS] demasiado [SEP]', array([   4., 3083.,    5.]), 2.7261304325065794e-11]","['[CLS] cabeza [SEP]', array([   4., 3067.,    5.]), 1.659623549699063e-10]","['[CLS] casi [SEP]', array([   4., 3128.,    5.]), 2.5300772588110476e-10]","['[CLS] van [SEP]', array([   4., 3129.,    5.]), 2.679382271608688e-10]","['[CLS] algún [SEP]', array([   4., 3137.,    5.]), 4.023623656479458e-10]","['[CLS] salir [SEP]', array([   4., 3143.,    5.]), 5.204907616018772e-10]","['[CLS] cierto [SEP]', array([   4., 3015.,    5.]), 1.4702425943369235e-09]","['[CLS] pasó [SEP]', array([   4., 3185.,    5.]), 1.748129196954551e-09]",pueblo
45,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 9.39825794965543e-09]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 9.484660501435371e-09]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.5506268158382852e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 2.6525235896635024e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 2.967145251719927e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.340338062760793e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.5646292150783836e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.6261159696551175e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.704745301589483e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.2348727768406462e-07]",mexicano
46,"['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 4.91323426388135e-10]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 1.1745204808732979e-09]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.196428733862831e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 2.0839036052322513e-09]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 3.076779941935115e-09]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 7.576450467006168e-09]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 8.920468475004384e-09]","['[CLS] mira [SEP]', array([4.000e+00, 4.601e+03, 5.000e+00]), 1.0192781729756462e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.0833180019709232e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.2494746903790599e-08]",esperando
47,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 1.6198496988195643e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 2.463701909150018e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 9.57568283554977e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 9.603219064402424e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.135862248702324e-07]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.3478682037735297e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.697312727091173e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.7915133843657856e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.9110888838678193e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.6956178467727483e-07]",explique
48,"['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 7.5846573466265e-10]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 7.760911913123891e-10]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.0444879405824281e-09]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 1.597111332074519e-09]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.7600435553433158e-09]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.465143644769796e-09]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 6.256474449628513e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 1.1616417383564226e-08]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 1.3829388634256645e-08]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 2.2252434561664813e-08]",razones
49,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 3.9863520262528596e-09]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 5.2600064304186844e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 3.868016917873973e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 3.8855251571767724e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 5.028909388915537e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.170016946134723e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.453043301819946e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.5298828831843423e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.627728489246195e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.277248062927285e-07]",abstención
50,"['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 7.100221410816232e-09]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.2930072568195783e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.4739858222867497e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.7172044897151295e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 2.4749363003451208e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 3.40233695661496e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 3.4187587094614e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.644317203566061e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 3.6564745120593045e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 4.134087860929725e-08]",votación
51,"['[CLS] cuidado [SEP]', array([4.000e+00, 4.499e+03, 5.000e+00]), 1.4947343363047594e-10]","['[CLS] cariño [SEP]', array([4.00e+00, 4.38e+03, 5.00e+00]), 2.2850044079092413e-10]","['[CLS] mira [SEP]', array([4.000e+00, 4.601e+03, 5.000e+00]), 1.1927607790340744e-09]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 2.3476803834299176e-09]","['[CLS] ves [SEP]', array([4.000e+00, 4.199e+03, 5.000e+00]), 3.5611221749221045e-09]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 6.404312080654506e-09]","['[CLS] somos [SEP]', array([4.000e+00, 4.107e+03, 5.000e+00]), 7.027362580735996e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 8.072282509097306e-09]","['[CLS] digo [SEP]', array([   4., 3860.,    5.]), 2.3831169815302644e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 2.4857145675127867e-08]",sesión
52,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 9.007405932237589e-11]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 3.1131819344665246e-10]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 3.27205373906736e-10]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 6.303757449366287e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 7.722792638720222e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 7.869175810970575e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 8.253408789737904e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 8.306953092063196e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 8.871592405146345e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.2795714732227736e-07]",guardia
53,"['[CLS] razón [SEP]', array([   4., 2600.,    5.]), 7.199463247786753e-12]","['[CLS] mañana [SEP]', array([   4., 2591.,    5.]), 1.1327605520250472e-11]","['[CLS] gracias [SEP]', array([   4., 2577.,    5.]), 1.6535506297543634e-10]","['[CLS] tus [SEP]', array([   4., 2620.,    5.]), 2.55246157543354e-10]","['[CLS] dónde [SEP]', array([   4., 2625.,    5.]), 3.712586904569548e-10]","['[CLS] hombres [SEP]', array([   4., 2567.,    5.]), 3.8822489667467153e-10]","['[CLS] nadie [SEP]', array([   4., 2635.,    5.]), 6.663574136922534e-10]","['[CLS] amigo [SEP]', array([   4., 2557.,    5.]), 7.076311758780207e-10]","['[CLS] tarde [SEP]', array([   4., 2551.,    5.]), 9.4654917237591e-10]","['[CLS] allí [SEP]', array([   4., 2544.,    5.]), 1.2709004959532422e-09]",nacional.
