Palabra 	 Primeras alineaciones 	 Segundas alineaciones 
mejor	[['mejor', 0], ['ir', 3.064215547965432e-12], ['decir', 4.88494800165995e-11], ['Estados', 2.4579183133255356e-10], ['Las', 6.118379136665908e-10]]	[['mejor', 0], ['ir', 3.064215547965432e-12], ['decir', 4.8849702061204425e-11], ['Estados', 2.457920533771585e-10], ['Las', 6.118379136665908e-10]]
mi	[['mi', 2.220446049250313e-16], ['R', 1.2185585873680793e-11], ['-', 1.9598889178240597e-10], ['H', 3.067663900679918e-10], ['(', 4.4251424746732937e-10]]	[['mi', 0], ['R', 1.2185807918285718e-11], ['-', 1.9598889178240597e-10], ['H', 3.067663900679918e-10], ['(', 4.425144695119343e-10]]
tan	[['tan', 1.1102230246251565e-16], ['20', 2.0450752202805234e-11], ['sal', 8.157508002426539e-11], ['ah', 2.487823280716839e-10], ['hay', 3.3182656622443574e-10]]	[['tan', 0], ['20', 2.045064118050277e-11], ['sal', 8.157496900196293e-11], ['ah', 2.487822170493814e-10], ['hay', 3.3182656622443574e-10]]
tus	[['tus', 2.220446049250313e-16], ['población', 4.115929819192843e-12], ['dónde', 1.136368776855079e-11], ['Mira', 1.1450840275983865e-11], ['Nos', 1.6351031639771918e-11]]	[['tus', 0], ['población', 4.11581879689038e-12], ['dónde', 1.1363465723945865e-11], ['Mira', 1.1450507209076477e-11], ['Nos', 1.6350920617469455e-11]]
q	[['q', 2.220446049250313e-16], ['t', 7.581335559336821e-11], ['en', 1.6893741960899433e-10], ['la', 1.709112851244754e-10], ['que', 4.674640674551256e-10]]	[['q', 0], ['t', 7.581324457106575e-11], ['en', 1.6893741960899433e-10], ['la', 1.709112851244754e-10], ['que', 4.674640674551256e-10]]
?	[['?', 0], ['los', 1.6742718322859673e-11], ['se', 6.734934832053341e-11], ['¿', 1.5011913934159793e-10], ['P', 2.663788079004803e-10]]	[['?', 0], ['los', 1.674260730055721e-11], ['se', 6.734923729823095e-11], ['¿', 1.5011902831929547e-10], ['P', 2.663788079004803e-10]]
DE	[['DE', 0], ['of', 5.58408874695715e-12], ['señor', 1.2500889212674338e-11], ['haber', 3.465505660216195e-11], ['momento', 6.77874423260505e-11]]	[['DE', 0], ['of', 5.58408874695715e-12], ['señor', 1.2500889212674338e-11], ['haber', 3.465505660216195e-11], ['momento', 6.77874423260505e-11]]
ver	[['ver', 2.220446049250313e-16], ['tu', 3.076672250301726e-11], ['qué', 1.2268774884915956e-10], ['sus', 1.9439017062694575e-10], ['Qué', 9.496815556175875e-10]]	[['ver', 0], ['tu', 3.076672250301726e-11], ['qué', 1.2268774884915956e-10], ['sus', 1.9438994858234082e-10], ['Qué', 9.496815556175875e-10]]
hace	[['hace', 2.220446049250313e-16], ['12', 2.063904602778166e-12], ['mayor', 2.0685675394815917e-12], ['sí', 8.284040120543068e-12], ['San', 1.8659407352572543e-11]]	[['hace', 0], ['12', 2.064126647383091e-12], ['mayor', 2.0687895840865167e-12], ['sí', 8.283818075938143e-12], ['San', 1.8659407352572543e-11]]
ese	[['ese', 0], ['favor', 2.7475799413423374e-12], ['nada', 2.7540192348851633e-12], ['lugar', 2.466959969638083e-11], ['desde', 4.4226289297455423e-11]]	[['ese', 0], ['favor', 2.7475799413423374e-12], ['nada', 2.754130257187626e-12], ['lugar', 2.4669821740985753e-11], ['desde', 4.4226289297455423e-11]]
Por	[['Por', 0], ['Qué', 7.219336239927543e-11], ['200', 2.928747244723695e-10], ['sus', 6.436976507373515e-10], ['sobre', 6.620876069618475e-10]]	[['Por', 0], ['Qué', 7.219347342157789e-11], ['200', 2.9287494651697443e-10], ['sus', 6.436978727819564e-10], ['sobre', 6.6208771798415e-10]]
.	[['.', 0], ['l', 2.070044136104343e-11], ['de', 2.0782375820260768e-11], ['e', 8.329525957861961e-11], ['p', 1.8556722825024963e-10]]	[['.', 0], ['l', 2.070033033874097e-11], ['de', 2.0782375820260768e-11], ['e', 8.329525957861961e-11], ['p', 1.855670062056447e-10]]
gente	[['gente', 1.1102230246251565e-16], ['Estado', 1.0754730439543891e-12], ['voy', 1.0774714453987144e-12], ['sistema', 4.2980063952313685e-12], ['estos', 9.716116800007057e-12]]	[['gente', 0], ['Estado', 1.0755840662568517e-12], ['voy', 1.0774714453987144e-12], ['sistema', 4.297895372928906e-12], ['estos', 9.716005777704595e-12]]
jajajaja	[['jajajaja', 4.440892098500626e-16], ['jajaja', 4.440892098500626e-16], ['jajajajaja', 4.440892098500626e-16], ['jajajajajaja', 4.440892098500626e-16], ['jajajajajajaja', 4.440892098500626e-16]]	[['jajajaja', 0], ['jajaja', 0], ['jajajajaja', 0], ['jajajajajaja', 0], ['jajajajajajaja', 0]]
gobierno	[['gobierno', 2.220446049250313e-16], ['cerca', 2.779998453661392e-13], ['policía', 4.4568793100552284e-12], ['nacionales', 6.968758903269645e-12], ['hemos', 9.960587910029517e-12]]	[['gobierno', 0], ['cerca', 2.779998453661392e-13], ['policía', 4.456990332357691e-12], ['nacionales', 6.968758903269645e-12], ['hemos', 9.960920976936904e-12]]
@senadomexicano	[['@senadomexicano', 0], ['@PriviDeMandar', 5.19324916830044e-05], ['inolvidable', 0.00037971708400486026], ['CLAUDIA', 0.00114952578849703], ['lamerle', 0.0013101592874463774]]	[['@senadomexicano', 0], ['@PriviDeMandar', 5.19324916830044e-05], ['inolvidable', 0.00037971708400441617], ['CLAUDIA', 0.0011495257884963639], ['lamerle', 0.0013101592874463774]]
esa	[['esa', 2.220446049250313e-16], ['San', 2.0825563495918686e-12], ['Eso', 2.0871082639928318e-12], ['sí', 8.32078850265816e-12], ['sido', 8.357869951680641e-12]]	[['esa', 0], ['San', 2.082445327289406e-12], ['Eso', 2.0872192862952943e-12], ['sí', 8.321010547263086e-12], ['sido', 8.358091996285566e-12]]
ha	[['ha', 0], ['me', 5.274203296323776e-11], [')', 2.0874324491160223e-10], ['!', 2.1171719932766564e-10], ['B', 3.255873348706473e-10]]	[['ha', 0], ['me', 5.274203296323776e-11], [')', 2.0874313388929977e-10], ['!', 2.1171719932766564e-10], ['B', 3.255873348706473e-10]]
pueblo	[['pueblo', 0], ['demás', 3.744005105943415e-12], ['mayoría', 5.846434447676074e-12], ['serie', 8.413270080609436e-12], ['tomar', 1.1548317857545953e-11]]	[['pueblo', 0], ['demás', 3.744116128245878e-12], ['mayoría', 5.846434447676074e-12], ['serie', 8.413381102911899e-12], ['tomar', 1.1548317857545953e-11]]
En	[['En', 0], ['U', 4.346445425795764e-11], ['como', 9.795997346628837e-11], ['I', 2.7303326266547856e-10], [':', 3.938337433950778e-10]]	[['En', 0], ['U', 4.346445425795764e-11], ['como', 9.79601955108933e-11], ['I', 2.7303326266547856e-10], [':', 3.9383396543968274e-10]]
van	[['van', 0], ['casi', 2.2437607327674414e-13], ['Quieres', 8.982814492242142e-13], ['puesto', 5.589306795172888e-12], ['algún', 1.4281464899568164e-11]]	[['van', 0], ['casi', 2.2448709557920665e-13], ['Quieres', 8.982814492242142e-13], ['puesto', 5.589417817475351e-12], ['algún', 1.4281575921870626e-11]]
dinero	[['dinero', 0], ['poder', 7.517320099736935e-13], ['Estás', 1.873035060384609e-11], ['punto', 1.889310929925614e-11], ['total', 2.69482214321215e-11]]	[['dinero', 0], ['poder', 7.517320099736935e-13], ['Estás', 1.873035060384609e-11], ['punto', 1.889310929925614e-11], ['total', 2.69482214321215e-11]]
NO	[['NO', 0], ['crimen', 9.103828801926284e-15], ['cuándo', 3.730349362740526e-14], ['victoria', 8.43769498715119e-14], ['física', 2.334799020786704e-13]]	[['NO', 0], ['crimen', 9.547918011776346e-15], ['cuándo', 3.752553823233029e-14], ['victoria', 8.43769498715119e-14], ['física', 2.334799020786704e-13]]
tienes	[['tienes', 1.1102230246251565e-16], ['hablar', 1.053268583461886e-12], ['14', 1.6775025812876265e-11], ['tras', 2.618649741492618e-11], ['derechos', 3.810085580369105e-11]]	[['tienes', 0], ['hablar', 1.0533796057643485e-12], ['14', 1.6775136835178728e-11], ['tras', 2.6186386392623717e-11], ['derechos', 3.810096682599351e-11]]
ustedes	[['ustedes', 0], ['niño', 1.7486012637846216e-13], ['todavía', 6.992184609089236e-13], ['cabo', 1.5686341114928837e-12], ['Ese', 1.5746293158258595e-12]]	[['ustedes', 0], ['niño', 1.7463808177353712e-13], ['todavía', 6.994405055138486e-13], ['cabo', 1.5688561560978087e-12], ['Ese', 1.5744072712209345e-12]]
@yeidckol	[['@yeidckol', 0], ['@NachoMierV', 1.9863976223888358e-06], ['@NachoRgz', 1.9863976223888358e-06], ['@AntaresVazAla', 1.9500742991174214e-05], ['Xochimilco', 2.042158315862519e-05]]	[['@yeidckol', 0], ['@NachoMierV', 1.9863976223888358e-06], ['@NachoRgz', 1.9863976223888358e-06], ['@AntaresVazAla', 1.9500742991174214e-05], ['Xochimilco', 2.042158315862519e-05]]
sea	[['sea', 0], ['verdad', 1.894040480010517e-12], ['Gracias', 4.7147508119849135e-11], ['Para', 4.766409489320722e-11], ['super', 1.203050992160115e-10]]	[['sea', 0], ['verdad', 1.894262524615442e-12], ['Gracias', 4.7147508119849135e-11], ['Para', 4.7664316937812146e-11], ['super', 1.2030532126061644e-10]]
están	[['están', 2.220446049250313e-16], ['vida', 1.0567213770684702e-11], ['plan', 2.380473596019783e-11], ['mismo', 1.6709222894206732e-10], ['10', 2.1577495346036812e-10]]	[['están', 0], ['vida', 1.0567435815289627e-11], ['plan', 2.3804958004802756e-11], ['mismo', 1.6709245098667225e-10], ['10', 2.1577517550497305e-10]]
Se	[['Se', 0], ['está', 3.358258116037405e-11], ['De', 7.616107744468081e-11], ['as', 1.3561252121263578e-10], ['sobre', 2.0889978635807438e-10]]	[['Se', 0], ['está', 3.358235911576912e-11], ['De', 7.616107744468081e-11], ['as', 1.3561252121263578e-10], ['sobre', 2.0889978635807438e-10]]
país	[['país', 2.220446049250313e-16], ['Par', 3.625322264610986e-12], ['parte', 9.017464552840693e-11], ['u', 1.794843162983284e-10], ['Buen', 2.347307903605156e-10]]	[['país', 0], ['Par', 3.625544309215911e-12], ['parte', 9.017486757301185e-11], ['u', 1.7948464936523578e-10], ['Buen', 2.347310124051205e-10]]
@Viri_Rios	[['@Viri_Rios', 0], ['@AispuroDurango', 2.5413702090526513e-06], ['@PedroFerriz', 6.752056570746845e-06], ['@CuitlahuacGJ', 6.982660819332409e-06], ['@PartidoMorenaMx', 1.1889815968335604e-05]]	[['@Viri_Rios', 0], ['@AispuroDurango', 2.5413702090526513e-06], ['@PedroFerriz', 6.7520565705248e-06], ['@CuitlahuacGJ', 6.982660819443431e-06], ['@PartidoMorenaMx', 1.1889815968557649e-05]]
jajaja	[['jajajaja', 4.440892098500626e-16], ['jajaja', 4.440892098500626e-16], ['jajajajaja', 4.440892098500626e-16], ['jajajajajaja', 4.440892098500626e-16], ['jajajajajajaja', 4.440892098500626e-16]]	[['jajajaja', 0], ['jajaja', 0], ['jajajajaja', 0], ['jajajajajaja', 0], ['jajajajajajaja', 0]]
señora	[['señora', 0], ['pele', 6.816769371198461e-14], ['Del', 2.731148640577885e-13], ['color', 1.0931255900459291e-12], ['sola', 1.7005286068183523e-12]]	[['señora', 0], ['pele', 6.816769371198461e-14], ['Del', 2.728928194528635e-13], ['color', 1.092903545441004e-12], ['sola', 1.7005286068183523e-12]]
Lo	[['Lo', 1.1102230246251565e-16], ['fin', 5.971223515643942e-12], ['ni', 9.484724117214682e-11], ['Me', 4.893260241445319e-10], ['entre', 9.889012941854958e-10]]	[['Lo', 0], ['fin', 5.9711124933414794e-12], ['ni', 9.484724117214682e-11], ['Me', 4.893260241445319e-10], ['entre', 9.889014052077982e-10]]
Pero	[['Pero', 1.1102230246251565e-16], ['también', 4.8971937616215655e-12], ['has', 1.9507728765688626e-11], ['Mi', 4.383193807910857e-11], ['nos', 4.4196868387302857e-11]]	[['Pero', 0], ['también', 4.8971937616215655e-12], ['has', 1.9507839787991088e-11], ['Mi', 4.383193807910857e-11], ['nos', 4.4196757365000394e-11]]
vas	[['vas', 0], ['siguiente', 5.5176974100845655e-12], ['dice', 5.544897874187882e-12], ['posible', 9.80093783908842e-12], ['mas', 1.5301537814593758e-11]]	[['vas', 0], ['siguiente', 5.5174753654796405e-12], ['dice', 5.544897874187882e-12], ['posible', 9.80093783908842e-12], ['mas', 1.5301426792291295e-11]]
De	[['De', 0], ['as', 8.51629877729465e-12], ['Se', 7.616107744468081e-11], ['está', 2.1089086033043714e-10], ['sobre', 5.373308464839965e-10]]	[['De', 0], ['as', 8.516076732689726e-12], ['Se', 7.616107744468081e-11], ['está', 2.108906382858322e-10], ['sobre', 5.373307354616941e-10]]
años	[['años', 2.220446049250313e-16], ['0', 4.207190151817031e-12], ['sol', 1.680700023598547e-11], ['así', 3.776556845025425e-11], ['8', 3.806821524676707e-11]]	[['años', 0], ['0', 4.207301174119493e-12], ['sol', 1.6807111258287932e-11], ['así', 3.776556845025425e-11], ['8', 3.806843729137199e-11]]
puede	[['puede', 2.220446049250313e-16], ['8', 4.252265206616812e-12], ['do', 4.263700503770451e-12], ['am', 1.7077894653994008e-11], ['años', 6.776723626700232e-11]]	[['puede', 0], ['8', 4.2523762289192746e-12], ['do', 4.263811526072914e-12], ['am', 1.7077894653994008e-11], ['años', 6.776745831160724e-11]]
también	[['también', 1.1102230246251565e-16], ['Pero', 4.8971937616215655e-12], ['nos', 1.9670154394191286e-11], ['has', 4.3953174433397635e-11], ['Mi', 7.803113710735943e-11]]	[['también', 0], ['Pero', 4.8971937616215655e-12], ['nos', 1.9670154394191286e-11], ['has', 4.39532854557001e-11], ['Mi', 7.803135915196435e-11]]
ahora	[['ahora', 0], ['algun', 2.607392080022919e-11], ['cual', 4.629718830528873e-11], ['ven', 4.674871600940378e-11], ['trabajo', 1.436920582520429e-10]]	[['ahora', 0], ['algun', 2.6074142844834114e-11], ['cual', 4.629741034989365e-11], ['ven', 4.6748938054008704e-11], ['trabajo', 1.4369228029664782e-10]]
LA	[['LA', 0], ['ta', 4.82502926502093e-13], ['crees', 3.0035973708208985e-12], ['paso', 4.322875390982972e-12], ['propia', 5.9259264162392356e-12]]	[['LA', 0], ['ta', 4.823919041996305e-13], ['crees', 3.0035973708208985e-12], ['paso', 4.322653346378047e-12], ['propia', 5.925815393936773e-12]]
QUE	[['QUE', 1.1102230246251565e-16], ['reformas', 3.552713678800501e-15], ['perros', 1.354472090042691e-14], ['agradecer', 1.354472090042691e-14], ['vea', 8.515410598874951e-14]]	[['QUE', 0], ['reformas', 3.4416913763379853e-15], ['perros', 1.354472090042691e-14], ['agradecer', 1.3655743202889425e-14], ['vea', 8.504308368628699e-14]]
quien	[['quien', 0], ['Como', 9.183209748186982e-12], ['especial', 4.9810933155924886e-11], ['eres', 6.499867311049456e-11], ['Hay', 6.59774457290041e-11]]	[['quien', 0], ['Como', 9.183209748186982e-12], ['especial', 4.9810933155924886e-11], ['eres', 6.499867311049456e-11], ['Hay', 6.59774457290041e-11]]
hasta	[['hasta', 2.220446049250313e-16], ['Ten', 1.3187784198009922e-11], ['han', 2.9635627285529154e-11], ['buen', 2.985922620268866e-11], ['Yo', 5.677931458336616e-10]]	[['hasta', 0], ['Ten', 1.3188006242614847e-11], ['han', 2.963584933013408e-11], ['buen', 2.985933722499112e-11], ['Yo', 5.67793256855964e-10]]
estar	[['estar', 0], ['Vamos', 3.985689556174066e-11], ['acuerdo', 4.0231040721039335e-11], ['Ah', 9.073231055367614e-11], ['da', 2.0060475502958752e-10]]	[['estar', 0], ['Vamos', 3.985689556174066e-11], ['acuerdo', 4.0231040721039335e-11], ['Ah', 9.073253259828107e-11], ['da', 2.0060497707419245e-10]]
tienen	[['tienen', 1.1102230246251565e-16], ['dijo', 9.526823774308468e-13], ['medio', 3.807731907556899e-12], ['nunca', 3.414402094392699e-11], ['fuera', 6.14861495051855e-11]]	[['tienen', 0], ['dijo', 9.527933997333093e-13], ['medio', 3.807731907556899e-12], ['nunca', 3.414413196622945e-11], ['fuera', 6.148603848288303e-11]]
@CitlaHM	[['@CitlaHM', 0], ['@VeroDelgadilloG', 3.1243083475906985e-07], ['@TereJimenezE', 5.5341625526672544e-06], ['lambiscona', 1.9792711229094095e-05], ['lambisconería', 1.9792711229094095e-05]]	[['@CitlaHM', 0], ['@VeroDelgadilloG', 3.1243083475906985e-07], ['@TereJimenezE', 5.534162552778277e-06], ['lambiscona', 1.9792711229205118e-05], ['lambisconería', 1.9792711229205118e-05]]
Te	[['Te', 2.220446049250313e-16], ['cuando', 1.7683743358531956e-11], ['mar', 3.973510409593928e-11], ['vez', 7.130984691627873e-11], ['sin', 2.1927482052319647e-10]]	[['Te', 0], ['cuando', 1.7683743358531956e-11], ['mar', 3.973510409593928e-11], ['vez', 7.130995793858119e-11], ['sin', 2.1927482052319647e-10]]
menos	[['menos', 1.1102230246251565e-16], ['mes', 1.506905711323725e-12], ['solo', 1.5100143357926754e-12], ['usted', 6.0215166186594615e-12], ['tres', 6.046385614411065e-12]]	[['menos', 0], ['mes', 1.506905711323725e-12], ['solo', 1.5099033134902129e-12], ['usted', 6.0215166186594615e-12], ['tres', 6.046385614411065e-12]]
verdad	[['verdad', 0], ['sea', 1.894040480010517e-12], ['Gracias', 3.014155591785084e-11], ['Para', 6.856171186342408e-11], ['super', 9.20084008981803e-11]]	[['verdad', 0], ['sea', 1.894262524615442e-12], ['Gracias', 3.014177796245576e-11], ['Para', 6.8561933908029e-11], ['super', 9.200851192048276e-11]]
presidente	[['presidente', 0], ['película', 1.2823075934420558e-13], ['puntos', 1.1551870571224754e-12], ['tercer', 3.2126523663578155e-12], ['sistemas', 6.303735311519176e-12]]	[['presidente', 0], ['película', 1.2823075934420558e-13], ['puntos', 1.1551870571224754e-12], ['tercer', 3.212541344055353e-12], ['sistemas', 6.303624289216714e-12]]
donde	[['donde', 0], ['ella', 2.300049040115937e-12], ['Bueno', 2.3053781106341376e-12], ['uno', 2.079658667497597e-11], ['casa', 5.7242766082765684e-11]]	[['donde', 0], ['ella', 2.300271084720862e-12], ['Bueno', 2.3053781106341376e-12], ['uno', 2.0796808719580895e-11], ['casa', 5.724254403816076e-11]]
cómo	[['cómo', 1.1102230246251565e-16], ['primera', 4.6211923176997516e-12], ['otras', 1.8519963340679624e-11], ['13', 2.8688051934011582e-11], ['comer', 2.896549666786541e-11]]	[['cómo', 0], ['primera', 4.6211923176997516e-12], ['otras', 1.8519963340679624e-11], ['13', 2.8688051934011582e-11], ['comer', 2.896549666786541e-11]]
Eres	[['Eres', 0], ['ello', 3.709255125272648e-13], ['idea', 1.4863665853681596e-12], ['ejemplo', 3.3467673077325344e-12], ['2000', 9.242606680004428e-12]]	[['Eres', 0], ['ello', 3.7070346792233977e-13], ['idea', 1.4863665853681596e-12], ['ejemplo', 3.3467673077325344e-12], ['2000', 9.242495657701966e-12]]
algo	[['algo', 2.220446049250313e-16], ['tiene', 4.108047235718004e-12], ['Le', 3.677791404754771e-11], ['Su', 1.03247965732578e-10], ['así', 2.029038048689813e-10]]	[['algo', 0], ['tiene', 4.108158258020467e-12], ['Le', 3.6778136092152636e-11], ['Su', 1.03247965732578e-10], ['así', 2.0290391589128376e-10]]
Pues	[['Pues', 0], ['creer', 1.1302070390684094e-13], ['suerte', 1.1313172620930345e-13], ['Sus', 4.524158825347513e-13], ['rápido', 4.5341508325691393e-13]]	[['Pues', 0], ['suerte', 1.1313172620930345e-13], ['creer', 1.1324274851176597e-13], ['Sus', 4.5230486023228877e-13], ['rápido', 4.5341508325691393e-13]]
desde	[['desde', 0], ['don', 1.113642511541002e-11], ['nada', 2.4906965379045687e-11], ['ese', 4.4226289297455423e-11], ['favor', 6.902090010640904e-11]]	[['desde', 0], ['don', 1.1136647160014945e-11], ['nada', 2.4907187423650612e-11], ['ese', 4.4226289297455423e-11], ['favor', 6.902090010640904e-11]]
mucho	[['mucho', 0], ['sido', 2.0963231150972206e-12], ['estaba', 2.1012080964055713e-12], ['Eso', 8.376743743099269e-12], ['durante', 8.414158259029136e-12]]	[['mucho', 0], ['sido', 2.096656182004608e-12], ['estaba', 2.1012080964055713e-12], ['Eso', 8.376743743099269e-12], ['durante', 8.414380303634061e-12]]
siempre	[['siempre', 0], ['les', 3.168232343142563e-11], ['Estoy', 8.007583485181158e-11], ['soy', 1.8375601040787615e-10], ['días', 2.1041757225503943e-10]]	[['siempre', 0], ['les', 3.1682101386820705e-11], ['Estoy', 8.007583485181158e-11], ['soy', 1.837561214301786e-10], ['días', 2.1041757225503943e-10]]
trabajar	[['trabajar', 0], ['claro', 1.4999113062685865e-13], ['hija', 5.99409410995122e-13], ['acción', 1.34781075189494e-12], ['participación', 2.405631249757789e-12]]	[['trabajar', 0], ['claro', 1.4999113062685865e-13], ['hija', 5.992983886926595e-13], ['acción', 1.34781075189494e-12], ['participación', 2.405631249757789e-12]]
mas	[['mas', 0], ['unos', 6.089573290068984e-13], ['posible', 6.100675520315235e-13], ['millones', 2.4342750037931182e-12], ['siguiente', 2.442379631872882e-12]]	[['mas', 0], ['unos', 6.089573290068984e-13], ['posible', 6.100675520315235e-13], ['millones', 2.4342750037931182e-12], ['siguiente', 2.4420465649654943e-12]]
dice	[['dice', 0], ['vas', 5.544675829582957e-12], ['dicho', 5.572431405198586e-12], ['siguiente', 2.212496852393997e-11], ['posible', 3.008970850260084e-11]]	[['dice', 0], ['vas', 5.544897874187882e-12], ['dicho', 5.572431405198586e-12], ['siguiente', 2.212496852393997e-11], ['posible', 3.008993054720577e-11]]
Los	[['Los', 1.1102230246251565e-16], ['hacer', 4.888445204187519e-11], ['son', 3.5010316867811753e-10], ['Al', 4.4373127394692347e-10], ['hay', 6.443563460578616e-10]]	[['Los', 0], ['hacer', 4.8884563064177655e-11], ['son', 3.5010316867811753e-10], ['Al', 4.4373127394692347e-10], ['hay', 6.443563460578616e-10]]
