,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
34,"['estarán', array([4.000e+00, 8.314e+03, 5.000e+00]), 9.17999010141557e-12]","['estábamos', array([4.000e+00, 8.372e+03, 5.000e+00]), 4.627642713472824e-11]","['suyo', array([4.000e+00, 8.136e+03, 5.000e+00]), 7.89366350062437e-11]","['tuviera', array([4.000e+00, 8.115e+03, 5.000e+00]), 1.0660017313313119e-10]","['tuviera', array([4.000e+00, 8.115e+03, 5.000e+00]), 1.0660017313313119e-10]","['tuya', array([4.000e+00, 8.037e+03, 5.000e+00]), 2.477354987817648e-10]","['fuiste', array([4.000e+00, 8.024e+03, 5.000e+00]), 2.773001828160204e-10]","['fuiste', array([4.000e+00, 8.024e+03, 5.000e+00]), 2.773001828160204e-10]","['suya', array([4.000e+00, 8.536e+03, 5.000e+00]), 2.956058731129474e-10]","['habido', array([4.00e+00, 8.55e+03, 5.00e+00]), 3.262258241321092e-10]",opiniones.
35,"['me', array([   4., 1129.,    5.]), 2.0330725991613008e-10]","['ha', array([   4., 1131.,    5.]), 4.5582504437646776e-10]","['lo', array([   4., 1114.,    5.]), 1.579193553702396e-09]","['para', array([   4., 1110.,    5.]), 2.957718625573591e-09]","['una', array([   4., 1108.,    5.]), 3.8127521140296494e-09]","['mi', array([   4., 1153.,    5.]), 9.551658797235518e-09]","['por', array([   4., 1096.,    5.]), 1.1339523764419823e-08]","['al', array([   4., 1091.,    5.]), 1.5729978208867124e-08]","['las', array([   4., 1089.,    5.]), 1.769982527211056e-08]","['no', array([   4., 1084.,    5.]), 2.3170144802797665e-08]",No
36,"['mía', array([4.0e+00, 5.8e+03, 5.0e+00]), 2.4486190852712753e-11]","['siente', array([4.000e+00, 5.919e+03, 5.000e+00]), 1.1547940381717581e-10]","['hubo', array([4.000e+00, 6.084e+03, 5.000e+00]), 9.917198173781117e-10]","['estén', array([4.000e+00, 5.496e+03, 5.000e+00]), 2.316267400104266e-09]","['tenían', array([4.000e+00, 5.434e+03, 5.000e+00]), 3.3093611184753513e-09]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 3.4522116276747283e-09]","['tuve', array([4.000e+00, 6.318e+03, 5.000e+00]), 3.4874212406776905e-09]","['tendrán', array([4.000e+00, 6.387e+03, 5.000e+00]), 4.4617483041520245e-09]","['seas', array([4.000e+00, 6.403e+03, 5.000e+00]), 4.701531719497609e-09]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 6.304344934981998e-09]",correcto
37,"['tuvieras', array([4.0000e+00, 1.9668e+04, 5.0000e+00]), 8.770761894538737e-15]","['estuvimos', array([4.000e+00, 1.941e+04, 5.000e+00]), 9.944711720777377e-12]","['suyas', array([4.0000e+00, 1.9403e+04, 5.0000e+00]), 1.0482503753905803e-11]","['tuyos', array([4.000e+00, 2.038e+04, 5.000e+00]), 6.318545686667676e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 6.81241729694193e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 6.81241729694193e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 6.81241729694193e-11]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 6.81241729694193e-11]","['estuvieras', array([4.0000e+00, 1.8771e+04, 5.0000e+00]), 1.230842094912532e-10]","['habrías', array([4.000e+00, 2.128e+04, 5.000e+00]), 3.0084690294529537e-10]",apruebe
38,"['e', array([   4., 1007.,    5.]), 0.5699866545268001]","['de', array([   4., 1008.,    5.]), 0.5699923494441481]","['a', array([   4., 1013.,    5.]), 0.5700206556365088]","['la', array([   4., 1030.,    5.]), 0.5701148441796258]","['en', array([   4., 1036.,    5.]), 0.5701473502886363]","['que', array([   4., 1038.,    5.]), 0.5701581022745256]","['el', array([   4., 1040.,    5.]), 0.5701688129687967]","['y', array([   4., 1042.,    5.]), 0.5701794826088518]","['un', array([   4., 1049.,    5.]), 0.5702165064321696]","['con', array([   4., 1051.,    5.]), 0.5702269942178023]",“fast
39,"['más', array([   4., 1216.,    5.]), 2.363275131145315e-10]","['ten', array([   4., 1231.,    5.]), 3.6896533606167736e-09]","['ten', array([   4., 1231.,    5.]), 3.6896533606167736e-09]","['ten', array([   4., 1231.,    5.]), 3.6896533606167736e-09]","['ten', array([   4., 1231.,    5.]), 3.6896533606167736e-09]","['le', array([   4., 1232.,    5.]), 4.061242009356647e-09]","['como', array([   4., 1184.,    5.]), 7.268835866547363e-09]","['te', array([   4., 1240.,    5.]), 7.645299171521458e-09]","['ti', array([   4., 1248.,    5.]), 1.2286163308949938e-08]","['está', array([   4., 1266.,    5.]), 2.6381549278475802e-08]",track”
40,"['he', array([   4., 1734.,    5.]), 8.219758207417271e-11]","['estar', array([   4., 1712.,    5.]), 5.996347862691209e-10]","['uno', array([   4., 1745.,    5.]), 6.515707973164808e-10]","['donde', array([   4., 1748.,    5.]), 8.987351973743785e-10]","['ella', array([   4., 1749.,    5.]), 9.897228592237184e-10]","['otros', array([   4., 1759.,    5.]), 2.132290566336792e-09]","['antes', array([   4., 1762.,    5.]), 2.5562346683827286e-09]","['estoy', array([   4., 1764.,    5.]), 2.8593185597003412e-09]","['están', array([   4., 1690.,    5.]), 3.4709469742821852e-09]","['durante', array([   4., 1787.,    5.]), 7.483586306200607e-09]",denigra
41,"['nuestro', array([   4., 2294.,    5.]), 2.6285496002032005e-10]","['tenemos', array([   4., 2339.,    5.]), 4.734588276988916e-10]","['tenía', array([   4., 2345.,    5.]), 7.135267932056877e-10]","['tenía', array([   4., 2345.,    5.]), 7.135267932056877e-10]","['fueron', array([   4., 2351.,    5.]), 1.0010550166583698e-09]","['nuestra', array([   4., 2367.,    5.]), 1.9942844042830643e-09]","['ante', array([   4., 2379.,    5.]), 2.949138155905473e-09]","['será', array([   4., 2218.,    5.]), 7.029424597959633e-09]","['unos', array([   4., 2438.,    5.]), 1.0072769507374346e-08]","['tienen', array([   4., 2179.,    5.]), 1.449074304993303e-08]",poder
42,"['tenías', array([4.000e+00, 8.607e+03, 5.000e+00]), 4.5075054799781356e-13]","['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.6426748850051354e-11]","['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.6426748850051354e-11]","['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.6426748850051354e-11]","['habido', array([4.00e+00, 8.55e+03, 5.00e+00]), 1.745925626295275e-11]","['habido', array([4.00e+00, 8.55e+03, 5.00e+00]), 1.745925626295275e-11]","['suya', array([4.000e+00, 8.536e+03, 5.000e+00]), 2.5471846853974967e-11]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 5.205691433474158e-11]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 5.205691433474158e-11]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 5.205691433474158e-11]",legislativo.
43,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CarolAntonioA
44,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@LAMelgar
45,"['mi', array([   4., 1153.,    5.]), 9.249994104010284e-10]","['como', array([   4., 1184.,    5.]), 5.241525213861564e-09]","['ha', array([   4., 1131.,    5.]), 1.140545669020554e-08]","['me', array([   4., 1129.,    5.]), 1.2970432283765376e-08]","['lo', array([   4., 1114.,    5.]), 2.8185527578550307e-08]","['más', array([   4., 1216.,    5.]), 2.993896297542875e-08]","['para', array([   4., 1110.,    5.]), 3.331767617353876e-08]","['una', array([   4., 1108.,    5.]), 3.605968434960971e-08]","['ten', array([   4., 1231.,    5.]), 4.76978444519105e-08]","['ten', array([   4., 1231.,    5.]), 4.76978444519105e-08]",El
46,"['nuestros', array([   4., 3070.,    5.]), 1.3087464445504793e-10]","['sentido', array([   4., 3141.,    5.]), 4.794787900053166e-10]","['sería', array([   4., 3026.,    5.]), 1.081407519087918e-09]","['sería', array([   4., 3026.,    5.]), 1.081407519087918e-09]","['sería', array([   4., 3026.,    5.]), 1.081407519087918e-09]","['hubi', array([   4., 3202.,    5.]), 2.4362087902574103e-09]","['hubi', array([   4., 3202.,    5.]), 2.4362087902574103e-09]","['hubi', array([   4., 3202.,    5.]), 2.4362087902574103e-09]","['hubi', array([   4., 3202.,    5.]), 2.4362087902574103e-09]","['hemos', array([   4., 2972.,    5.]), 3.60853913417003e-09]",pueblo
47,"['hubieras', array([4.0000e+00, 1.2246e+04, 5.0000e+00]), 3.654221369941979e-11]","['fuimos', array([4.0000e+00, 1.1834e+04, 5.0000e+00]), 4.660838381909116e-11]","['estarás', array([4.0000e+00, 1.1826e+04, 5.0000e+00]), 5.020950322176532e-11]","['tengamos', array([4.0000e+00, 1.2287e+04, 5.0000e+00]), 5.298017580201986e-11]","['estaremos', array([4.0000e+00, 1.1794e+04, 5.0000e+00]), 6.601008628592808e-11]","['estáis', array([4.0000e+00, 1.2567e+04, 5.0000e+00]), 2.39909758725787e-10]","['habiendo', array([4.0000e+00, 1.2589e+04, 5.0000e+00]), 2.598103954198905e-10]","['vos', array([4.0000e+00, 1.1547e+04, 5.0000e+00]), 2.668829601759626e-10]","['tuvimos', array([4.000e+00, 1.148e+04, 5.000e+00]), 3.4689040528945725e-10]","['estuvieron', array([4.0000e+00, 1.1438e+04, 5.0000e+00]), 4.0293390846102284e-10]",mexicano
48,"['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 3.024802630591239e-10]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 7.850774474960076e-10]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 2.3681475669334873e-09]","['tenían', array([4.000e+00, 5.434e+03, 5.000e+00]), 2.4892209404825394e-09]","['estén', array([4.000e+00, 5.496e+03, 5.000e+00]), 3.515484903182653e-09]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 6.144986408607167e-09]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 6.437033572836981e-09]","['mía', array([4.0e+00, 5.8e+03, 5.0e+00]), 1.0500262659363102e-08]","['siente', array([4.000e+00, 5.919e+03, 5.000e+00]), 1.3963031841868201e-08]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 1.6208424824526446e-08]",esperando
49,"['habrás', array([4.0000e+00, 2.7977e+04, 5.0000e+00]), 2.061129045216603e-12]","['tuyas', array([4.000e+00, 2.711e+04, 5.000e+00]), 1.3987699887252347e-11]","['habríamos', array([4.0000e+00, 2.6968e+04, 5.0000e+00]), 2.133893062250536e-11]","['tuviéramos', array([4.000e+00, 2.868e+04, 5.000e+00]), 2.918754127279044e-11]","['fuéramos', array([4.0000e+00, 2.6164e+04, 5.0000e+00]), 9.562073355340317e-11]","['fuesen', array([4.0000e+00, 2.4093e+04, 5.0000e+00]), 6.078079151095039e-10]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 6.526588158806135e-10]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 6.526588158806135e-10]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 6.526588158806135e-10]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 6.526588158806135e-10]",explique
50,"['estén', array([4.000e+00, 5.496e+03, 5.000e+00]), 8.055223155167823e-12]","['tenían', array([4.000e+00, 5.434e+03, 5.000e+00]), 1.4975887197010707e-10]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 1.8133505808037853e-10]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 1.1635232777251758e-09]","['mía', array([4.0e+00, 5.8e+03, 5.0e+00]), 1.6274043224129287e-09]","['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 2.001464660672525e-09]","['siente', array([4.000e+00, 5.919e+03, 5.000e+00]), 3.139986604061562e-09]","['hubo', array([4.000e+00, 6.084e+03, 5.000e+00]), 5.895326893323727e-09]","['tuve', array([4.000e+00, 6.318e+03, 5.000e+00]), 1.0887637347245516e-08]","['tendrán', array([4.000e+00, 6.387e+03, 5.000e+00]), 1.2563219464745146e-08]",razones
51,"['vuestras', array([4.0000e+00, 1.6286e+04, 5.0000e+00]), 3.86601861634972e-12]","['suyos', array([4.0000e+00, 1.5998e+04, 5.0000e+00]), 4.859512792165788e-11]","['hayamos', array([4.0000e+00, 1.6896e+04, 5.0000e+00]), 6.513978245692442e-11]","['sentidos', array([4.0000e+00, 1.6983e+04, 5.0000e+00]), 8.918332738971912e-11]","['seremos', array([4.0000e+00, 1.7118e+04, 5.0000e+00]), 1.333152477300814e-10]","['estarías', array([4.0000e+00, 1.7134e+04, 5.0000e+00]), 1.3907996976314507e-10]","['seamos', array([4.0000e+00, 1.7258e+04, 5.0000e+00]), 1.8746781904610543e-10]","['habida', array([4.0000e+00, 1.5619e+04, 5.0000e+00]), 1.915037017852228e-10]","['habida', array([4.0000e+00, 1.5619e+04, 5.0000e+00]), 1.915037017852228e-10]","['tendrían', array([4.0000e+00, 1.7631e+04, 5.0000e+00]), 3.7026282040386604e-10]",abstención
52,"['vosotros', array([4.000e+00, 6.901e+03, 5.000e+00]), 2.3246959912626153e-12]","['tuyo', array([4.000e+00, 6.708e+03, 5.000e+00]), 3.010964810812311e-10]","['hubier', array([4.000e+00, 6.619e+03, 5.000e+00]), 6.984313127844644e-10]","['tendría', array([4.000e+00, 7.292e+03, 5.000e+00]), 1.3472269966285921e-09]","['tendría', array([4.000e+00, 7.292e+03, 5.000e+00]), 1.3472269966285921e-09]","['estaría', array([4.00e+00, 6.52e+03, 5.00e+00]), 1.3553008715305737e-09]","['estaría', array([4.00e+00, 6.52e+03, 5.00e+00]), 1.3553008715305737e-09]","['tengas', array([4.000e+00, 7.368e+03, 5.000e+00]), 1.8584047634107037e-09]","['seas', array([4.000e+00, 6.403e+03, 5.000e+00]), 2.4505989459910893e-09]","['tendrán', array([4.000e+00, 6.387e+03, 5.000e+00]), 2.6291175903025987e-09]",votación
53,"['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 2.099431739566171e-13]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 6.696743160006235e-11]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 9.900236186410893e-11]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 9.900236186410893e-11]","['tendrá', array([4.000e+00, 4.274e+03, 5.000e+00]), 1.6608546760110698e-09]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 3.0541704720832286e-09]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 3.261062309078966e-09]","['estuvo', array([4.0e+00, 4.2e+03, 5.0e+00]), 3.5305470769131375e-09]","['somos', array([4.000e+00, 4.107e+03, 5.000e+00]), 7.027362580735996e-09]","['serán', array([4.000e+00, 4.105e+03, 5.000e+00]), 7.11770342665119e-09]",sesión
54,"['fueran', array([4.000e+00, 9.285e+03, 5.000e+00]), 1.0059064692313768e-11]","['hayas', array([4.000e+00, 9.162e+03, 5.000e+00]), 1.1390000054234406e-11]","['tendremos', array([4.000e+00, 9.153e+03, 5.000e+00]), 1.4905965350919814e-11]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 2.0550561252719035e-11]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 2.0550561252719035e-11]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 2.0550561252719035e-11]","['vuestro', array([4.000e+00, 9.345e+03, 5.000e+00]), 3.9721337330433926e-11]","['vuestra', array([4.000e+00, 9.373e+03, 5.000e+00]), 6.00602900746594e-11]","['tendrás', array([4.000e+00, 9.063e+03, 5.000e+00]), 7.696743242746606e-11]","['estaré', array([4.000e+00, 8.874e+03, 5.000e+00]), 3.7687386544860146e-10]",guardia
55,"['tus', array([   4., 2620.,    5.]), 2.55246157543354e-10]","['eran', array([   4., 2632.,    5.]), 5.690787840961775e-10]","['esos', array([   4., 2651.,    5.]), 1.3093182094081612e-09]","['estamos', array([   4., 2527.,    5.]), 2.267914966935791e-09]","['haya', array([   4., 2697.,    5.]), 4.265994113517024e-09]","['muchos', array([   4., 2720.,    5.]), 6.321861700797626e-09]","['algunos', array([   4., 2478.,    5.]), 6.897637350178343e-09]","['unos', array([   4., 2438.,    5.]), 1.277572692082174e-08]","['os', array([   4., 2821.,    5.]), 1.935077986736644e-08]","['ante', array([   4., 2379.,    5.]), 2.5308667828127795e-08]",nacional.
56,"['algo', array([   4., 1513.,    5.]), 3.506739343350773e-11]","['tiene', array([   4., 1512.,    5.]), 6.24247320502036e-11]","['ya', array([   4., 1526.,    5.]), 3.83028386785611e-10]","['hu', array([   4., 1529.,    5.]), 6.44780340230966e-10]","['contra', array([   4., 1534.,    5.]), 1.2281020644877572e-09]","['todos', array([   4., 1495.,    5.]), 1.759932199973946e-09]","['era', array([   4., 1538.,    5.]), 1.8250420064092054e-09]","['era', array([   4., 1538.,    5.]), 1.8250420064092054e-09]","['cuando', array([   4., 1486.,    5.]), 3.6353358101592903e-09]","['sin', array([   4., 1477.,    5.]), 6.218816905878555e-09]",Le
57,"['nos', array([   4., 1445.,    5.]), 4.708233802830364e-12]","['también', array([   4., 1447.,    5.]), 4.225786387479502e-11]","['has', array([   4., 1450.,    5.]), 1.6833279214978347e-10]","['muy', array([   4., 1456.,    5.]), 6.677935981969085e-10]","['hay', array([   4., 1423.,    5.]), 2.14107032103783e-09]","['hay', array([   4., 1423.,    5.]), 2.14107032103783e-09]","['yo', array([   4., 1467.,    5.]), 2.4165629497474583e-09]","['esto', array([   4., 1468.,    5.]), 2.627683404199388e-09]","['sin', array([   4., 1477.,    5.]), 4.907605766213408e-09]","['cuando', array([   4., 1486.,    5.]), 7.853510619604265e-09]",informo
58,"['por', array([   4., 1096.,    5.]), 1.4180545626629737e-11]","['al', array([   4., 1091.,    5.]), 5.151856719010084e-10]","['las', array([   4., 1089.,    5.]), 9.19253007047871e-10]","['una', array([   4., 1108.,    5.]), 1.6788703760539647e-09]","['para', array([   4., 1110.,    5.]), 2.3364263856961998e-09]","['no', array([   4., 1084.,    5.]), 2.449846103758091e-09]","['lo', array([   4., 1114.,    5.]), 3.96678745406831e-09]","['su', array([   4., 1079.,    5.]), 4.740374315304052e-09]","['o', array([   4., 1074.,    5.]), 7.811914559674449e-09]","['del', array([   4., 1072.,    5.]), 9.264047418078292e-09]",MÉXICO
59,"['algunos', array([   4., 2478.,    5.]), 6.520506357077238e-11]","['estamos', array([   4., 2527.,    5.]), 7.482644504008817e-10]","['unos', array([   4., 2438.,    5.]), 1.4480086019119653e-09]","['ante', array([   4., 2379.,    5.]), 7.074480223856483e-09]","['tus', array([   4., 2620.,    5.]), 8.272534768316575e-09]","['nuestra', array([   4., 2367.,    5.]), 8.79065353842634e-09]","['eran', array([   4., 2632.,    5.]), 9.767848752062491e-09]","['fueron', array([   4., 2351.,    5.]), 1.1401208532824114e-08]","['esos', array([   4., 2651.,    5.]), 1.2356891621045918e-08]","['tenía', array([   4., 2345.,    5.]), 1.2477777810993018e-08]",madre
60,"['e', array([   4., 1007.,    5.]), 0.5699866545268001]","['de', array([   4., 1008.,    5.]), 0.5699923494441481]","['a', array([   4., 1013.,    5.]), 0.5700206556365088]","['la', array([   4., 1030.,    5.]), 0.5701148441796258]","['en', array([   4., 1036.,    5.]), 0.5701473502886363]","['que', array([   4., 1038.,    5.]), 0.5701581022745256]","['el', array([   4., 1040.,    5.]), 0.5701688129687967]","['y', array([   4., 1042.,    5.]), 0.5701794826088518]","['un', array([   4., 1049.,    5.]), 0.5702165064321696]","['con', array([   4., 1051.,    5.]), 0.5702269942178023]",#TRAIDORES_A_LA_PATRIA
61,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CarolAntonioA
